loc_id,province_state,country_region,latitude,longitude,us_locality,us_state,us_county,continent,geocode-earthJSON
132,"Grafton County, NH",US,43.9088,-71.826,,New Hampshire,Grafton County,North America,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":43.9088,""point.lon"":-71.826,""boundary.circle.lat"":43.9088,""boundary.circle.lon"":-71.826,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412519821},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-71.882337,43.945546]},""properties"":{""id"":""404476903"",""gid"":""whosonfirst:localadmin:404476903"",""layer"":""localadmin"",""source"":""whosonfirst"",""source_id"":""404476903"",""name"":""Warren"",""confidence"":0.5,""distance"":6.094,""accuracy"":""centroid"",""country"":""United States"",""country_gid"":""whosonfirst:country:85633793"",""country_a"":""USA"",""region"":""New Hampshire"",""region_gid"":""whosonfirst:region:85688689"",""region_a"":""NH"",""county"":""Grafton County"",""county_gid"":""whosonfirst:county:102086567"",""county_a"":""GR"",""localadmin"":""Warren"",""localadmin_gid"":""whosonfirst:localadmin:404476903"",""continent"":""North America"",""continent_gid"":""whosonfirst:continent:102191575"",""label"":""Warren, NH, USA""},""bbox"":[-71.963253,43.885837,-71.789776,43.998261]}],""bbox"":[-71.963253,43.885837,-71.789776,43.998261]}"
133,"Hillsborough, FL",US,27.9904,-82.3018,Mango,Florida,Hillsborough County,North America,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":27.9904,""point.lon"":-82.3018,""boundary.circle.lat"":27.9904,""boundary.circle.lon"":-82.3018,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412520378},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-82.307018,27.991404]},""properties"":{""id"":""85933797"",""gid"":""whosonfirst:locality:85933797"",""layer"":""locality"",""source"":""whosonfirst"",""source_id"":""85933797"",""name"":""Mango"",""confidence"":0.6,""distance"":0.525,""accuracy"":""centroid"",""country"":""United States"",""country_gid"":""whosonfirst:country:85633793"",""country_a"":""USA"",""region"":""Florida"",""region_gid"":""whosonfirst:region:85688651"",""region_a"":""FL"",""county"":""Hillsborough County"",""county_gid"":""whosonfirst:county:102085773"",""county_a"":""HL"",""locality"":""Mango"",""locality_gid"":""whosonfirst:locality:85933797"",""continent"":""North America"",""continent_gid"":""whosonfirst:continent:102191575"",""label"":""Mango, FL, USA""},""bbox"":[-82.327295,27.972858,-82.277731,28.012211]}],""bbox"":[-82.327295,27.972858,-82.277731,28.012211]}"
134,"New York City, NY",US,40.7128,-74.006,New York,New York,New York County,North America,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":40.7128,""point.lon"":-74.006,""boundary.circle.lat"":40.7128,""boundary.circle.lon"":-74.006,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412520943},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-74.002849,40.71387]},""properties"":{""id"":""85865569"",""gid"":""whosonfirst:neighbourhood:85865569"",""layer"":""neighbourhood"",""source"":""whosonfirst"",""source_id"":""85865569"",""name"":""Civic Center"",""confidence"":0.6,""distance"":0.291,""accuracy"":""centroid"",""country"":""United States"",""country_gid"":""whosonfirst:country:85633793"",""country_a"":""USA"",""region"":""New York"",""region_gid"":""whosonfirst:region:85688543"",""region_a"":""NY"",""county"":""New York County"",""county_gid"":""whosonfirst:county:102081863"",""county_a"":""NE"",""locality"":""New York"",""locality_gid"":""whosonfirst:locality:85977539"",""locality_a"":""NYC"",""borough"":""Manhattan"",""borough_gid"":""whosonfirst:borough:421205771"",""neighbourhood"":""Civic Center"",""neighbourhood_gid"":""whosonfirst:neighbourhood:85865569"",""continent"":""North America"",""continent_gid"":""whosonfirst:continent:102191575"",""label"":""Civic Center, Manhattan, New York, NY, USA""},""bbox"":[-74.008614,40.71123,-73.99777,40.717449]}],""bbox"":[-74.008614,40.71123,-73.99777,40.717449]}"
135,"Placer County, CA",US,39.0916,-120.8039,,California,Placer County,North America,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":39.0916,""point.lon"":-120.8039,""boundary.circle.lat"":39.0916,""boundary.circle.lon"":-120.8039,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412521502},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-120.717743,39.063419]},""properties"":{""id"":""102080863"",""gid"":""whosonfirst:county:102080863"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""102080863"",""name"":""Placer County"",""confidence"":0.5,""distance"":8.079,""accuracy"":""centroid"",""country"":""United States"",""country_gid"":""whosonfirst:country:85633793"",""country_a"":""USA"",""region"":""California"",""region_gid"":""whosonfirst:region:85688637"",""region_a"":""CA"",""county"":""Placer County"",""county_gid"":""whosonfirst:county:102080863"",""county_a"":""PA"",""continent"":""North America"",""continent_gid"":""whosonfirst:continent:102191575"",""label"":""Placer County, CA, USA""},""bbox"":[-121.484442,38.711502,-120.002461,39.316496]}],""bbox"":[-121.484442,38.711502,-120.002461,39.316496]}"
136,"San Mateo, CA",US,37.563,-122.3255,San Mateo,California,San Mateo County,North America,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":37.563,""point.lon"":-122.3255,""boundary.circle.lat"":37.563,""boundary.circle.lon"":-122.3255,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412522072},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-122.311054,37.560358]},""properties"":{""id"":""85922431"",""gid"":""whosonfirst:locality:85922431"",""layer"":""locality"",""source"":""whosonfirst"",""source_id"":""85922431"",""name"":""San Mateo"",""confidence"":0.5,""distance"":1.308,""accuracy"":""centroid"",""country"":""United States"",""country_gid"":""whosonfirst:country:85633793"",""country_a"":""USA"",""region"":""California"",""region_gid"":""whosonfirst:region:85688637"",""region_a"":""CA"",""county"":""San Mateo County"",""county_gid"":""whosonfirst:county:102085387"",""county_a"":""SM"",""locality"":""San Mateo"",""locality_gid"":""whosonfirst:locality:85922431"",""continent"":""North America"",""continent_gid"":""whosonfirst:continent:102191575"",""label"":""San Mateo, CA, USA""},""bbox"":[-122.35505,37.512249,-122.274974,37.602135]}],""bbox"":[-122.35505,37.512249,-122.274974,37.602135]}"
137,"Sarasota, FL",US,27.3364,-82.5307,Sarasota,Florida,Sarasota County,North America,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":27.3364,""point.lon"":-82.5307,""boundary.circle.lat"":27.3364,""boundary.circle.lon"":-82.5307,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412522622},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-82.545093,27.337994]},""properties"":{""id"":""85932709"",""gid"":""whosonfirst:locality:85932709"",""layer"":""locality"",""source"":""whosonfirst"",""source_id"":""85932709"",""name"":""Sarasota"",""confidence"":0.5,""distance"":1.434,""accuracy"":""centroid"",""country"":""United States"",""country_gid"":""whosonfirst:country:85633793"",""country_a"":""USA"",""region"":""Florida"",""region_gid"":""whosonfirst:region:85688651"",""region_a"":""FL"",""county"":""Sarasota County"",""county_gid"":""whosonfirst:county:102085795"",""county_a"":""SR"",""locality"":""Sarasota"",""locality_gid"":""whosonfirst:locality:85932709"",""continent"":""North America"",""continent_gid"":""whosonfirst:continent:102191575"",""label"":""Sarasota, FL, USA""},""bbox"":[-82.592981,27.284707,-82.478641,27.389209]}],""bbox"":[-82.592981,27.284707,-82.478641,27.389209]}"
138,"Sonoma County, CA",US,38.578,-122.9888,,California,Sonoma County,North America,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":38.578,""point.lon"":-122.9888,""boundary.circle.lat"":38.578,""boundary.circle.lon"":-122.9888,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412523202},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-122.922544,38.525293]},""properties"":{""id"":""102081671"",""gid"":""whosonfirst:county:102081671"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""102081671"",""name"":""Sonoma County"",""confidence"":0.5,""distance"":8.228,""accuracy"":""centroid"",""country"":""United States"",""country_gid"":""whosonfirst:country:85633793"",""country_a"":""USA"",""region"":""California"",""region_gid"":""whosonfirst:region:85688637"",""region_a"":""CA"",""county"":""Sonoma County"",""county_gid"":""whosonfirst:county:102081671"",""county_a"":""SO"",""continent"":""North America"",""continent_gid"":""whosonfirst:continent:102191575"",""label"":""Sonoma County, CA, USA""},""bbox"":[-123.632497,38.07326,-122.347454,38.852916]}],""bbox"":[-123.632497,38.07326,-122.347454,38.852916]}"
139,"Umatilla, OR",US,45.775,-118.7606,,Oregon,Umatilla County,North America,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":45.775,""point.lon"":-118.7606,""boundary.circle.lat"":45.775,""boundary.circle.lon"":-118.7606,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412523776},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-118.736833,45.591895]},""properties"":{""id"":""102081617"",""gid"":""whosonfirst:county:102081617"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""102081617"",""name"":""Umatilla County"",""confidence"":0.5,""distance"":20.467,""accuracy"":""centroid"",""country"":""United States"",""country_gid"":""whosonfirst:country:85633793"",""country_a"":""USA"",""region"":""Oregon"",""region_gid"":""whosonfirst:region:85688513"",""region_a"":""OR"",""county"":""Umatilla County"",""county_gid"":""whosonfirst:county:102081617"",""county_a"":""UM"",""continent"":""North America"",""continent_gid"":""whosonfirst:continent:102191575"",""label"":""Umatilla County, OR, USA""},""bbox"":[-119.435118,44.995887,-117.972922,46.001065]}],""bbox"":[-119.435118,44.995887,-117.972922,46.001065]}"
140,"Fulton County, GA",US,33.8034,-84.3963,Atlanta,Georgia,Fulton County,North America,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":33.8034,""point.lon"":-84.3963,""boundary.circle.lat"":33.8034,""boundary.circle.lon"":-84.3963,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412524314},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-84.39725,33.805373]},""properties"":{""id"":""1108798447"",""gid"":""whosonfirst:neighbourhood:1108798447"",""layer"":""neighbourhood"",""source"":""whosonfirst"",""source_id"":""1108798447"",""name"":""Ardmore"",""confidence"":0.7,""distance"":0.237,""accuracy"":""centroid"",""country"":""United States"",""country_gid"":""whosonfirst:country:85633793"",""country_a"":""USA"",""region"":""Georgia"",""region_gid"":""whosonfirst:region:85688535"",""region_a"":""GA"",""county"":""Fulton County"",""county_gid"":""whosonfirst:county:102083603"",""county_a"":""FU"",""locality"":""Atlanta"",""locality_gid"":""whosonfirst:locality:85936429"",""neighbourhood"":""Ardmore"",""neighbourhood_gid"":""whosonfirst:neighbourhood:1108798447"",""continent"":""North America"",""continent_gid"":""whosonfirst:continent:102191575"",""label"":""Ardmore, Atlanta, GA, USA""},""bbox"":[-84.4021989496,33.8025678559,-84.3930585745,33.8086491031]}],""bbox"":[-84.4021989496,33.8025678559,-84.3930585745,33.8086491031]}"
141,"Washington County, OR",US,45.547,-123.1386,,Oregon,Washington County,North America,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":45.547,""point.lon"":-123.1386,""boundary.circle.lat"":45.547,""boundary.circle.lon"":-123.1386,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412524876},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-123.098491,45.560075]},""properties"":{""id"":""102082215"",""gid"":""whosonfirst:county:102082215"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""102082215"",""name"":""Washington County"",""confidence"":0.5,""distance"":3.449,""accuracy"":""centroid"",""country"":""United States"",""country_gid"":""whosonfirst:country:85633793"",""country_a"":""USA"",""region"":""Oregon"",""region_gid"":""whosonfirst:region:85688513"",""region_a"":""OR"",""county"":""Washington County"",""county_gid"":""whosonfirst:county:102082215"",""county_a"":""WI"",""continent"":""North America"",""continent_gid"":""whosonfirst:continent:102191575"",""label"":""Washington County, OR, USA""},""bbox"":[-123.486142,45.317128,-122.74351,45.780105]}],""bbox"":[-123.486142,45.317128,-122.74351,45.780105]}"
142,,Argentina,-38.4161,-63.6167,,,,South America,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":-38.4161,""point.lon"":-63.6167,""boundary.circle.lat"":-38.4161,""boundary.circle.lon"":-63.6167,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412525419},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-63.886696,-38.679911]},""properties"":{""id"":""1108718287"",""gid"":""whosonfirst:county:1108718287"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""1108718287"",""name"":""Caleu Caleu"",""confidence"":0.5,""distance"":37.616,""accuracy"":""centroid"",""country"":""Argentina"",""country_gid"":""whosonfirst:country:85632505"",""country_a"":""ARG"",""region"":""La Pampa"",""region_gid"":""whosonfirst:region:85668019"",""region_a"":""LP"",""county"":""Caleu Caleu"",""county_gid"":""whosonfirst:county:1108718287"",""county_a"":""CL"",""continent"":""South America"",""continent_gid"":""whosonfirst:continent:102191577"",""label"":""Caleu Caleu, Argentina""},""bbox"":[-64.5176305249,-39.3301125632,-63.3743910561,-38.25]}],""bbox"":[-64.5176305249,-39.3301125632,-63.3743910561,-38.25]}"
143,,Chile,-35.6751,-71.543,,,,South America,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":-35.6751,""point.lon"":-71.543,""boundary.circle.lat"":-35.6751,""boundary.circle.lon"":-71.543,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412525965},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-71.426324,-36.013189]},""properties"":{""id"":""102063097"",""gid"":""whosonfirst:county:102063097"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""102063097"",""name"":""Linares"",""confidence"":0.5,""distance"":39.081,""accuracy"":""centroid"",""country"":""Chile"",""country_gid"":""whosonfirst:country:85633057"",""country_a"":""CHL"",""region"":""Del Maule"",""region_gid"":""whosonfirst:region:85682149"",""region_a"":""ML"",""county"":""Linares"",""county_gid"":""whosonfirst:county:102063097"",""county_a"":""LN"",""continent"":""South America"",""continent_gid"":""whosonfirst:continent:102191577"",""label"":""Linares, Chile""},""bbox"":[-72.1877084932,-36.5435646561,-70.5678854524,-35.4177237283]}],""bbox"":[-72.1877084932,-36.5435646561,-70.5678854524,-35.4177237283]}"
144,,Jordan,31.24,36.51,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":31.24,""point.lon"":36.51,""boundary.circle.lat"":31.24,""boundary.circle.lon"":36.51,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412526555},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[36.53875,30.342571]},""properties"":{""id"":""85672637"",""gid"":""whosonfirst:region:85672637"",""layer"":""region"",""source"":""whosonfirst"",""source_id"":""85672637"",""name"":""Maan"",""confidence"":0.5,""distance"":99.939,""accuracy"":""centroid"",""country"":""Jordan"",""country_gid"":""whosonfirst:country:85632425"",""country_a"":""JOR"",""region"":""Maan"",""region_gid"":""whosonfirst:region:85672637"",""region_a"":""MN"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Maan, Jordan""},""bbox"":[35.2991170588,29.1899506645,37.9813814694,31.2486355663]}],""bbox"":[35.2991170588,29.1899506645,37.9813814694,31.2486355663]}"
145," Norfolk County, MA",US,42.1767,-71.1449,,Massachusetts,Norfolk County,North America,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":42.1767,""point.lon"":-71.1449,""boundary.circle.lat"":42.1767,""boundary.circle.lon"":-71.1449,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412527104},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-71.126529,42.175165]},""properties"":{""id"":""404476431"",""gid"":""whosonfirst:localadmin:404476431"",""layer"":""localadmin"",""source"":""whosonfirst"",""source_id"":""404476431"",""name"":""Canton"",""confidence"":0.5,""distance"":1.525,""accuracy"":""centroid"",""country"":""United States"",""country_gid"":""whosonfirst:country:85633793"",""country_a"":""USA"",""region"":""Massachusetts"",""region_gid"":""whosonfirst:region:85688645"",""region_a"":""MA"",""county"":""Norfolk County"",""county_gid"":""whosonfirst:county:102084403"",""county_a"":""NO"",""localadmin"":""Canton"",""localadmin_gid"":""whosonfirst:localadmin:404476431"",""continent"":""North America"",""continent_gid"":""whosonfirst:continent:102191575"",""label"":""Canton, MA, USA""},""bbox"":[-71.178013,42.137744,-71.066609,42.228256]}],""bbox"":[-71.178013,42.137744,-71.066609,42.228256]}"
146,"Berkeley, CA",US,37.8715,-122.273,Berkeley,California,Alameda County,North America,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":37.8715,""point.lon"":-122.273,""boundary.circle.lat"":37.8715,""boundary.circle.lon"":-122.273,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412527648},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-122.269981,37.866727]},""properties"":{""id"":""85876229"",""gid"":""whosonfirst:neighbourhood:85876229"",""layer"":""neighbourhood"",""source"":""whosonfirst"",""source_id"":""85876229"",""name"":""Downtown"",""confidence"":0.6,""distance"":0.594,""accuracy"":""centroid"",""country"":""United States"",""country_gid"":""whosonfirst:country:85633793"",""country_a"":""USA"",""region"":""California"",""region_gid"":""whosonfirst:region:85688637"",""region_a"":""CA"",""county"":""Alameda County"",""county_gid"":""whosonfirst:county:102086959"",""county_a"":""AA"",""locality"":""Berkeley"",""locality_gid"":""whosonfirst:locality:85921915"",""neighbourhood"":""Downtown"",""neighbourhood_gid"":""whosonfirst:neighbourhood:85876229"",""continent"":""North America"",""continent_gid"":""whosonfirst:continent:102191575"",""label"":""Downtown, Berkeley, CA, USA""},""bbox"":[-122.276851,37.860342,-122.260876,37.873023]}],""bbox"":[-122.276851,37.860342,-122.260876,37.873023]}"
147,"Maricopa County, AZ",US,33.2918,-112.4291,Goodyear,Arizona,Maricopa County,North America,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":33.2918,""point.lon"":-112.4291,""boundary.circle.lat"":33.2918,""boundary.circle.lon"":-112.4291,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412528213},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-112.362184,33.261334]},""properties"":{""id"":""85917505"",""gid"":""whosonfirst:locality:85917505"",""layer"":""locality"",""source"":""whosonfirst"",""source_id"":""85917505"",""name"":""Goodyear"",""confidence"":0.5,""distance"":7.091,""accuracy"":""centroid"",""country"":""United States"",""country_gid"":""whosonfirst:country:85633793"",""country_a"":""USA"",""region"":""Arizona"",""region_gid"":""whosonfirst:region:85688719"",""region_a"":""AZ"",""county"":""Maricopa County"",""county_gid"":""whosonfirst:county:102087421"",""county_a"":""MA"",""locality"":""Goodyear"",""locality_gid"":""whosonfirst:locality:85917505"",""continent"":""North America"",""continent_gid"":""whosonfirst:continent:102191575"",""label"":""Goodyear, AZ, USA""},""bbox"":[-112.49592,33.014539,-112.202006,33.515471]}],""bbox"":[-112.49592,33.014539,-112.202006,33.515471]}"
